Liberia,1960,1120314
Libya,1960,1428435
Liechtenstein,1960,16504
Lithuania,1960,2778550
Luxembourg,1960,313970
Macao SAR  China,1960,171456
Macedonia  FYR,1960,1471139
Madagascar,1960,5099371
Malawi,1960,3525127
Malaysia,1960,8160975
Maldives,1960,88960
Mali,1960,5098942
Malta,1960,326550
Marshall Islands,1960,14665
Mauritania,1960,858316
Mauritius,1960,659351
Mexico,1960,38676974
Micronesia  Fed. Sts.,1960,44539
Moldova,1960,2544000
Monaco,1960,22454
Mongolia,1960,955508
Montenegro,1960,474203
Morocco,1960,12328534
Mozambique,1960,7647284
Myanmar,1960,21486424
Namibia,1960,602545
Nepal,1960,9544938
Netherlands,1960,11486631
New Caledonia,1960,79000
New Zealand,1960,2371800
Nicaragua,1960,1774574
Niger,1960,3337141
Nigeria,1960,45211614
Northern Mariana Islands,1960,10070
Norway,1960,3581239
Oman,1960,551737
Pakistan,1960,45540594
Palau,1960,9638
Panama,1960,1136090
Papua New Guinea,1960,1966957
Paraguay,1960,1907041
Peru,1960,9931518
Philippines,1960,26271731
Poland,1960,29637450
Portugal,1960,8857716
Puerto Rico,1960,2358000
Qatar,1960,47316
Romania,1960,18406905
Russian Federation,1960,119897000
Rwanda,1960,2933424
Samoa,1960,108645
San Marino,1960,15393
Sao Tome and Principe,1960,64255
Saudi Arabia,1960,4072110
Senegal,1960,3177737
Seychelles,1960,41700
Sierra Leone,1960,2160111
Singapore,1960,1646400
Slovak Republic,1960,4068095
Slovenia,1960,1584720
Solomon Islands,1960,117869
Somalia,1960,2756380
South Africa,1960,17396000
South Sudan,1960,2955044
Spain,1960,30455000
Sri Lanka,1960,9896000
St. Kitts and Nevis,1960,51197
St. Lucia,1960,89901
St. Martin (French part),1960,4279
St. Vincent and the Grenadines,1960,80948
Sudan,1960,7527450
Suriname,1960,290137
Swaziland,1960,349233
Sweden,1960,7484656
Switzerland,1960,5327827
Syrian Arab Republic,1960,4592777
Tajikistan,1960,2064035
Tanzania,1960,10074490
Thailand,1960,27362310
Timor-Leste,1960,499681
Togo,1960,1580513
Tonga,1960,61600
Trinidad and Tobago,1960,848481
Tunisia,1960,4220701
Turkey,1960,27553280
Turkmenistan,1960,1593501
Turks and Caicos Islands,1960,5724
Tuvalu,1960,6104
Uganda,1960,6788211
Ukraine,1960,42662162
United Arab Emirates,1960,89608
United Kingdom,1960,52400000
United States,1960,180671000
Uruguay,1960,2538779
Uzbekistan,1960,8558503
Vanuatu,1960,63701
Venezuela  RB,1960,7580281
Vietnam,1960,34743000
Virgin Islands (U.S.),1960,32000
Yemen  Rep.,1960,5099785
Zambia,1960,3082627
Zimbabwe,1960,3752390
Arab World,1961,96058179
Caribbean small states,1961,4265016
Central Europe and the Baltics,1961,92237118
East Asia & Pacific (all income levels),1961,1046470170
East Asia & Pacific (developing only),1961,896465564
Euro area,1961,267674369
Europe & Central Asia (all income levels),1961,674922251
Europe & Central Asia (developing only),1961,158133629
European Union,1961,412856066
Fragile and conflict affected situations,1961,122743584
Heavily indebted poor countries (HIPC),1961,165643238
High income,1961,920190277
High income: nonOECD,1961,189054885
High income: OECD,1961,731135392
Latin America & Caribbean (all income levels),1961,226038354
Latin America & Caribbean (developing only),1961,182836607
Least developed countries: UN classification,1961,246847614
Low & middle income,1961,2157433423
Low income,1961,159752427
Lower middle income,1961,967373707
Middle East & North Africa (all income levels),1961,109462414
Middle East & North Africa (developing only),1961,101572601
Middle income,1961,1997680996
North America,1961,202007500
OECD members,1961,799303954
Other small states,1961,6752693
Pacific island small states,1961,881148
Small states,1961,11898857
South Asia,1961,585406178
Sub-Saharan Africa (all income levels),1961,233316833
Sub-Saharan Africa (developing only),1961,233018844
Upper middle income,1961,1030307289
World,1961,3077623700
Afghanistan,1961,8953544
Albania,1961,1659800
Algeria,1961,11560650
American Samoa,1961,20478
Andorra,1961,14376
Angola,1961,5056688
Antigua and Barbuda,1961,55403
Argentina,1961,20959241
Armenia,1961,1934239
Aruba,1961,55435
Australia,1961,10483000
Austria,1961,7086299
Azerbaijan,1961,4030130
Bahamas  The,1961,115108
Bahrain,1961,167924
Bangladesh,1961,50953503
Barbados,1961,231599
Belarus,1961,8271216
Belgium,1961,9183948
Belize,1961,94701
Benin,1961,2466002
Bermuda,1961,45500
Bhutan,1961,229348
Bolivia,1961,3428270
Bosnia and Herzegovina,1961,3358202
Botswana,1961,536728
Brazil,1961,74988037
Brunei Darussalam,1961,85679
Bulgaria,1961,7943118
Burkina Faso,1961,4894578
Burundi,1961,2840375
Cabo Verde,1961,217150
Cambodia,1961,5869843
Cameroon,1961,5474509
Canada,1961,18271000
Cayman Islands,1961,8026
Central African Republic,1961,1529229
Chad,1961,3061423
Channel Islands,1961,110399
Chile,1961,7845746
China,1961,660330000
Colombia,1961,16488996
Comoros,1961,193754
Congo  Dem. Rep.,1961,15637715
Congo  Rep.,1961,1039958
Costa Rica,1961,1381532
Cote d'Ivoire,1961,3602075
Croatia,1961,4171672
Cuba,1961,7289830
Curacao,1961,126125
Cyprus,1961,576395
Czech Republic,1961,9586651
Denmark,1961,4611687
Djibouti,1961,88499
Dominica,1961,61035
Dominican Republic,1961,3424702
Ecuador,1961,4644682
Egypt  Arab Rep.,1961,28785879
El Salvador,1961,2858859
Equatorial Guinea,1961,255100
Eritrea,1961,1438217
Estonia,1961,1225077
Ethiopia,1961,22671134
Faeroe Islands,1961,34730
Fiji,1961,407152
Finland,1961,4461005
France,1961,47293811
French Polynesia,1961,80706
Gabon,1961,503762
Gambia  The,1961,376736
Georgia,1961,3703600
Germany,1961,73377632
Ghana,1961,6866780
Greece,1961,8398050
Greenland,1961,33700
Grenada,1961,91260
Guam,1961,68073
Guatemala,1961,4253298
Guinea,1961,3632778
Guinea-Bissau,1961,642182
Guyana,1961,575976
Haiti,1961,3946666
Honduras,1961,2069085
Hong Kong SAR  China,1961,3168100
Hungary,1961,10029321
Iceland,1961,179029
India,1961,458626687
Indonesia,1961,90860197
Iran  Islamic Rep.,1961,22535672
Iraq,1961,7475354
Ireland,1961,2824400
Isle of Man,1961,48353
Israel,1961,2185000
Italy,1961,50536350
Jamaica,1961,1651915
Japan,1961,94943000
Jordan,1961,891451
Kazakhstan,1961,10129861
Kenya,1961,8361442
Kiribati,1961,33873
Korea  Dem. Rep.,1961,11665593
Korea  Rep.,1961,25765673
Kosovo,1961,966000
Kuwait,1961,294670
Kyrgyz Republic,1961,2255900
Lao PDR,1961,2169035
Latvia,1961,2152681
Lebanon,1961,1864605
Lesotho,1961,866253
Liberia,1961,1144896
Libya,1961,1478580
Liechtenstein,1961,16894
Lithuania,1961,2823550
Luxembourg,1961,316845
Macao SAR  China,1961,175135
Macedonia  FYR,1961,1491446
Madagascar,1961,5223621
Malawi,1961,3607383
Malaysia,1961,8429369
Maldives,1961,91319
Mali,1961,5151827
Malta,1961,325250
Marshall Islands,1961,15052
Mauritania,1961,883366
Mauritius,1961,680757
Mexico,1961,39939271
Micronesia  Fed. Sts.,1961,45956
Moldova,1961,2605000
Monaco,1961,22812
Mongolia,1961,982174
Montenegro,1961,480359
Morocco,1961,12687467
Mozambique,1961,7800474
Myanmar,1961,21961594
Namibia,1961,617282
Nepal,1961,9710150
Netherlands,1961,11638712
New Caledonia,1961,81200
New Zealand,1961,2419700
Nicaragua,1961,1830304
Niger,1961,3429301
Nigeria,1961,46144154
Northern Mariana Islands,1961,10340
Norway,1961,3609800
Oman,1961,564895
Pakistan,1961,46673627
Palau,1961,9901
Panama,1961,1170499
Papua New Guinea,1961,2001048
Paraguay,1961,1958047
Peru,1961,10218174
Philippines,1961,27163317
Poland,1961,29964000
Portugal,1961,8929316
Puerto Rico,1961,2399722
Qatar,1961,51363
Romania,1961,18555250
Russian Federation,1961,121236000
Rwanda,1961,2996091
Samoa,1961,112121
San Marino,1961,15787
Sao Tome and Principe,1961,64549
Saudi Arabia,1961,4202984
Senegal,1961,3265730
Seychelles,1961,42889
Sierra Leone,1961,2189040
Singapore,1961,1702400
Slovak Republic,1961,4191667
Slovenia,1961,1594131
Solomon Islands,1961,121403
Somalia,1961,2814683
South Africa,1961,17949962
South Sudan,1961,3011113
Spain,1961,30739250
Sri Lanka,1961,10168000
St. Kitts and Nevis,1961,51195
St. Lucia,1961,90913
St. Martin (French part),1961,4453
St. Vincent and the Grenadines,1961,82144
Sudan,1961,7749884
Suriname,1961,298411
Swaziland,1961,357522
Sweden,1961,7519998
Switzerland,1961,5434294
Syrian Arab Republic,1961,4742596
Tajikistan,1961,2140413
Tanzania,1961,10373284
Thailand,1961,28195264
Timor-Leste,1961,508504
Togo,1961,1597528
Tonga,1961,63740
Trinidad and Tobago,1961,865356
Tunisia,1961,4277371
Turkey,1961,28229291
Turkmenistan,1961,1649914
Turks and Caicos Islands,1961,5760
Tuvalu,1961,6242
Uganda,1961,7006629
Ukraine,1961,43203646
United Arab Emirates,1961,97727
United Kingdom,1961,52800000
United States,1961,183691000
Uruguay,1961,2571834
Uzbekistan,1961,8871244
Vanuatu,1961,65708
Venezuela  RB,1961,7872644
Vietnam,1961,35428000
Virgin Islands (U.S.),1961,34100
Yemen  Rep.,1961,5184477
Zambia,1961,3173662
Zimbabwe,1961,3876638
Arab World,1962,98728995
Caribbean small states,1962,4344727
Central Europe and the Baltics,1962,93014890
East Asia & Pacific (all income levels),1962,1060480965
East Asia & Pacific (developing only),1962,907903913
Euro area,1962,270195338
Europe & Central Asia (all income levels),1962,682919321
Europe & Central Asia (developing only),1962,161103350
European Union,1962,416541147
Fragile and conflict affected situations,1962,125619672
Heavily indebted poor countries (HIPC),1962,169639108
High income,1962,932258300
High income: nonOECD,1962,192098449
High income: OECD,1962,740159851
Latin America & Caribbean (all income levels),1962,232473284
Latin America & Caribbean (developing only),1962,188323315
Least developed countries: UN classification,1962,252721152
Low & middle income,1962,2198297479
Low income,1962,163301518
Lower middle income,1962,989378494
Middle East & North Africa (all income levels),1962,112512856
Middle East & North Africa (developing only),1962,104298130
Middle income,1962,2034995961
North America,1962,205198600
OECD members,1962,810304186
Other small states,1962,6884002
Pacific island small states,1962,910764
Small states,1962,12139493
South Asia,1962,598024860
Sub-Saharan Africa (all income levels),1962,238945893
Sub-Saharan Africa (developing only),1962,238643911
Upper middle income,1962,1045617467
World,1962,3130555779
Afghanistan,1962,9141783
Albania,1962,1711319
Algeria,1962,11844928
American Samoa,1962,21118
Andorra,1962,15376
Angola,1962,5150076
Antigua and Barbuda,1962,56311
Argentina,1962,21295290
Armenia,1962,2002170
Aruba,1962,56226
Australia,1962,10742000
Austria,1962,7129864
Azerbaijan,1962,4167558
Bahamas  The,1962,121083
Bahrain,1962,173107
Bangladesh,1962,52403243
Barbados,1962,232514
Belarus,1962,8351928
Belgium,1962,9220578
Belize,1962,97389
Benin,1962,2503232
Bermuda,1962,46600
Bhutan,1962,234758
Bolivia,1962,3505427
Bosnia and Herzegovina,1962,3409319
Botswana,1962,550152
Brazil,1962,77286629
Brunei Darussalam,1962,89595
Bulgaria,1962,8012946
Burkina Faso,1962,4960325
Burundi,1962,2894510
Cabo Verde,1962,222725
Cambodia,1962,6024281
Cameroon,1962,5593768
Canada,1962,18614000
Cayman Islands,1962,8142
Central African Republic,1962,1556656
Chad,1962,3122357
Channel Islands,1962,111463
Chile,1962,8047690
China,1962,665770000
Colombia,1962,16986307
Comoros,1962,197073
Congo  Dem. Rep.,1962,16041247
Congo  Rep.,1962,1067589
Costa Rica,1962,1431088
Cote d'Ivoire,1962,3740503
Croatia,1962,4202104
Cuba,1962,7450405
Curacao,1962,128414
Cyprus,1962,577691
Czech Republic,1962,9624660
Denmark,1962,4647727
Djibouti,1962,94200
Dominica,1962,61984
Dominican Republic,1962,3540319
Ecuador,1962,4779559
Egypt  Arab Rep.,1962,29590639
El Salvador,1962,2950666
Equatorial Guinea,1962,257940
Eritrea,1962,1472966
Estonia,1962,1241623
Ethiopia,1962,23221344
Faeroe Islands,1962,35153
Fiji,1962,421576
Finland,1962,4491443
France,1962,47990159
French Polynesia,1962,83654
Gabon,1962,509348
Gambia  The,1962,383525
Georgia,1962,3760300
Germany,1962,74025784
Ghana,1962,7085698
Greece,1962,8448233
Greenland,1962,35000
Grenada,1962,92424
Guam,1962,69607
Guatemala,1962,4369153
Guinea,1962,3689661
Guinea-Bissau,1962,647572
Guyana,1962,591665
Haiti,1962,4026076
Honduras,1962,2139208
Hong Kong SAR  China,1962,3305200
Hungary,1962,10061734
Iceland,1962,182378
India,1962,467962144
Indonesia,1962,93101152
Iran  Islamic Rep.,1962,23130085
Iraq,1962,7674220
Ireland,1962,2836050
Isle of Man,1962,48580
Israel,1962,2293000
Italy,1962,50879450
Jamaica,1962,1678467
Japan,1962,95832000
Jordan,1962,943090
Kazakhstan,1962,10532062
Kenya,1962,8628973
Kiribati,1962,34800
Korea  Dem. Rep.,1962,11871721
Korea  Rep.,1962,26513030
Kosovo,1962,994000
Kuwait,1962,335186
Kyrgyz Republic,1962,2333400
Lao PDR,1962,2219669
Latvia,1962,2181586
Lebanon,1962,1925276
Lesotho,1962,881910
Liberia,1962,1170267
Libya,1962,1532042
Liechtenstein,1962,17298
Lithuania,1962,2863350
Luxembourg,1962,320750
Macao SAR  China,1962,181025
Macedonia  FYR,1962,1512404
Madagascar,1962,5352674
Malawi,1962,3693680
Malaysia,1962,8710678
Maldives,1962,93806
Mali,1962,5205248
Malta,1962,323900
Marshall Islands,1962,15545
Mauritania,1962,909310
Mauritius,1962,700349
Mexico,1962,41234350
Micronesia  Fed. Sts.,1962,47387
Moldova,1962,2664000
Monaco,1962,23042
Mongolia,1962,1011322
Montenegro,1962,486092
Morocco,1962,13039318
Mozambique,1962,7959881
Myanmar,1962,22446690
Namibia,1962,632658
Nepal,1962,9881783
Netherlands,1962,11805689
New Caledonia,1962,83400
New Zealand,1962,2482000
Nicaragua,1962,1886504
Niger,1962,3525797
Nigeria,1962,47117859
Northern Mariana Islands,1962,10541
Norway,1962,3638918
Oman,1962,578825
Pakistan,1962,47864343
Palau,1962,10150
Panama,1962,1206117
Papua New Guinea,1962,2037164
Paraguay,1962,2010626
Peru,1962,10517047
Philippines,1962,28079991
Poland,1962,30308500
Portugal,1962,8993985
Puerto Rico,1962,2450322
Qatar,1962,56196
Romania,1962,18676550
Russian Federation,1962,122591000
Rwanda,1962,3050596
Samoa,1962,115786
San Marino,1962,16197
Sao Tome and Principe,1962,64429
Saudi Arabia,1962,4345738
Senegal,1962,3356581
Seychelles,1962,44042
Sierra Leone,1962,2219498
Singapore,1962,1750200
Slovak Republic,1962,4238188
Slovenia,1962,1603649
Solomon Islands,1962,125068
Somalia,1962,2874944
South Africa,1962,18459442
South Sudan,1962,3069994
Spain,1962,31023366
Sri Lanka,1962,10443000
St. Kitts and Nevis,1962,50966
St. Lucia,1962,92086
St. Martin (French part),1962,4566
St. Vincent and the Grenadines,1962,83206
Sudan,1962,7981797
Suriname,1962,306613
Swaziland,1962,365719
Sweden,1962,7561588
Switzerland,1962,5573815
Syrian Arab Republic,1962,4897428
Tajikistan,1962,2223956
Tanzania,1962,10683653
Thailand,1962,29058659
Timor-Leste,1962,517704
Togo,1962,1612758
Tonga,1962,66255
Trinidad and Tobago,1962,880019
Tunisia,1962,4350811
Turkey,1962,28909985
Turkmenistan,1962,1708711
Turks and Caicos Islands,1962,5762
Tuvalu,1962,6391
Uganda,1962,7240155
Ukraine,1962,43749474
United Arab Emirates,1962,108774
United Kingdom,1962,53250000
United States,1962,186538000
Uruguay,1962,2604042
Uzbekistan,1962,9201176
Vanuatu,1962,67806
Venezuela  RB,1962,8172322
Vietnam,1962,36123000
Virgin Islands (U.S.),1962,36300
Yemen  Rep.,1962,5276093
Zambia,1962,3269151
Zimbabwe,1962,4006261
Arab World,1963,101496308
Caribbean small states,1963,4424757
Central Europe and the Baltics,1963,93845749
East Asia & Pacific (all income levels),1963,1085784939
East Asia & Pacific (developing only),1963,930629611
Euro area,1963,272769781
Europe & Central Asia (all income levels),1963,690964622
Europe & Central Asia (developing only),1963,164062552
European Union,1963,420286627
Fragile and conflict affected situations,1963,128614863
Heavily indebted poor countries (HIPC),1963,173793261
High income,1963,944260042
High income: nonOECD,1963,195152166
High income: OECD,1963,749107876
Latin America & Caribbean (all income levels),1963,239068341
Latin America & Caribbean (developing only),1963,193961974
Least developed countries: UN classification,1963,258823215
Low & middle income,1963,2251152612
Low income,1963,166971017
Lower middle income,1963,1011940013
Middle East & North Africa (all income levels),1963,115642560
Middle East & North Africa (developing only),1963,107106149
Middle income,1963,2084181595
North America,1963,208253700
OECD members,1963,821268961
Other small states,1963,7017214
Pacific island small states,1963,941272
Small states,1963,12383243
South Asia,1963,610953560
Sub-Saharan Africa (all income levels),1963,244744932
Sub-Saharan Africa (developing only),1963,244438766
Upper middle income,1963,1072241582
World,1963,3195412654
Afghanistan,1963,9339507
Albania,1963,1762621
Algeria,1963,12136371
American Samoa,1963,21883
Andorra,1963,16410
Angola,1963,5245015
Antigua and Barbuda,1963,57368
Argentina,1963,21630854
Armenia,1963,2070427
Aruba,1963,56697
Australia,1963,10950000
Austria,1963,7175811
Azerbaijan,1963,4307315
Bahamas  The,1963,127331
Bahrain,1963,178048
Bangladesh,1963,53909233
Barbados,1963,233520
Belarus,1963,8437232
Belgium,1963,9289770
Belize,1963,100166
Benin,1963,2543335
Bermuda,1963,47700
Bhutan,1963,240424
Bolivia,1963,3584782
Bosnia and Herzegovina,1963,3458189
Botswana,1963,564484
Brazil,1963,79643017
Brunei Darussalam,1963,93641
Bulgaria,1963,8078145
Burkina Faso,1963,5027818
Burundi,1963,2950903
Cabo Verde,1963,228818
Cambodia,1963,6178752
Cameroon,1963,5719135
Canada,1963,18964000
Cayman Islands,1963,8228
Central African Republic,1963,1585765
Chad,1963,3184775
Channel Islands,1963,112595
Chile,1963,8251999
China,1963,682335000
Colombia,1963,17497712
Comoros,1963,200505
Congo  Dem. Rep.,1963,16461914
Congo  Rep.,1963,1096468
Costa Rica,1963,1481890
Cote d'Ivoire,1963,3889859
Croatia,1963,4231408
Cuba,1963,7618358
Curacao,1963,130860
Cyprus,1963,577912
Czech Republic,1963,9670685
Denmark,1963,4684483
Djibouti,1963,100622
Dominica,1963,62920
Dominican Republic,1963,3658264
Ecuador,1963,4919224
Egypt  Arab Rep.,1963,30409962
El Salvador,1963,3046771
Equatorial Guinea,1963,260990
Eritrea,1963,1508999
Estonia,1963,1258857
Ethiopia,1963,23798397
Faeroe Islands,1963,35550
Fiji,1963,436208
Finland,1963,4523309
France,1963,48697015
French Polynesia,1963,86839
Gabon,1963,515762
Gambia  The,1963,389070
Georgia,1963,3816100
Germany,1963,74714353
Ghana,1963,7303664
Greece,1963,8479625
Greenland,1963,36400
Grenada,1963,93354
Guam,1963,71289
Guatemala,1963,4488229
Guinea,1963,3748272
Guinea-Bissau,1963,652180
Guyana,1963,607528
Haiti,1963,4107392
Honduras,1963,2211144
Hong Kong SAR  China,1963,3420900
Hungary,1963,10087947
Iceland,1963,185653
India,1963,477615992
Indonesia,1963,95420835
Iran  Islamic Rep.,1963,23742324
Iraq,1963,7888914
Ireland,1963,2852650
Isle of Man,1963,49089
Israel,1963,2379000
Italy,1963,51252000
Jamaica,1963,1707019
Japan,1963,96812000
Jordan,1963,999392
Kazakhstan,1963,10913552
Kenya,1963,8908425
Kiribati,1963,35766
Korea  Dem. Rep.,1963,12065471
Korea  Rep.,1963,27261747
Kosovo,1963,1022000
Kuwait,1963,381688
Kyrgyz Republic,1963,2413700
Lao PDR,1963,2271735
Latvia,1963,2210919
Lebanon,1963,1984982
Lesotho,1963,898342
Liberia,1963,1196588
Libya,1963,1588755
Liechtenstein,1963,17722
Lithuania,1963,2898950
Luxembourg,1963,324100
Macao SAR  China,1963,188703
Macedonia  FYR,1963,1533999
Madagascar,1963,5486593
Malawi,1963,3783766
Malaysia,1963,8999247
Maldives,1963,96358
Mali,1963,5259686
Malta,1963,322550
Marshall Islands,1963,16111
Mauritania,1963,936144
Mauritius,1963,718861
Mexico,1963,42564038
Micronesia  Fed. Sts.,1963,48875
Moldova,1963,2721000
Monaco,1963,23169
Mongolia,1963,1042377
Montenegro,1963,491491
Morocco,1963,13387425
Mozambique,1963,8125367
Myanmar,1963,22947286
Namibia,1963,648668
Nepal,1963,10060686
Netherlands,1963,11965966
New Caledonia,1963,85700
New Zealand,1963,2531800
Nicaragua,1963,1943602
Niger,1963,3626224
Nigeria,1963,48128461
Northern Mariana Islands,1963,10709
Norway,1963,3666537
Oman,1963,593504
Pakistan,1963,49109360
Palau,1963,10381
Panama,1963,1242856
Papua New Guinea,1963,2075629
Paraguay,1963,2064802
Peru,1963,10826459
Philippines,1963,29015642
Poland,1963,30712000
Portugal,1963,9030355
Puerto Rico,1963,2504530
Qatar,1963,61657
Romania,1963,18797850
Russian Federation,1963,123960000
Rwanda,1963,3102968
Samoa,1963,119564
San Marino,1963,16616
Sao Tome and Principe,1963,64181
Saudi Arabia,1963,4498390
Senegal,1963,3450567
Seychelles,1963,45176
Sierra Leone,1963,2251563
Singapore,1963,1795000
Slovak Republic,1963,4282017
Slovenia,1963,1616971
Solomon Islands,1963,128863
Somalia,1963,2937360
South Africa,1963,18936138
South Sudan,1963,3131693
Spain,1963,31296651
Sri Lanka,1963,10582000
St. Kitts and Nevis,1963,50533
St. Lucia,1963,93397
St. Martin (French part),1963,4656
St. Vincent and the Grenadines,1963,84167
Sudan,1963,8223613
Suriname,1963,314883
Swaziland,1963,373991
Sweden,1963,7604328
Switzerland,1963,5694247
Syrian Arab Republic,1963,5057825
Tajikistan,1963,2312193
Tanzania,1963,11005491
Thailand,1963,29951191
Timor-Leste,1963,527291
Togo,1963,1631763
Tonga,1963,69000
Trinidad and Tobago,1963,892571
Tunisia,1963,4436643
Turkey,1963,29597047
Turkmenistan,1963,1769008
Turks and Caicos Islands,1963,5741
Tuvalu,1963,6542
Uganda,1963,7487412
Ukraine,1963,44285898
United Arab Emirates,1963,121574
United Kingdom,1963,53650000
United States,1963,189242000
Uruguay,1963,2635294
Uzbekistan,1963,9542785
Vanuatu,1963,69962
Venezuela  RB,1963,8477485
Vietnam,1963,36836000
Virgin Islands (U.S.),1963,38700
Yemen  Rep.,1963,5372934
Zambia,1963,3368961
Zimbabwe,1963,4140802
Arab World,1964,104359772
Caribbean small states,1964,4502812
Central Europe and the Baltics,1964,94722599
East Asia & Pacific (all income levels),1964,1110726954
East Asia & Pacific (developing only),1964,953006971
Euro area,1964,275293961
Europe & Central Asia (all income levels),1964,698904990
Europe & Central Asia (developing only),1964,166971482
European Union,1964,423987622
Fragile and conflict affected situations,1964,131750081
Heavily indebted poor countries (HIPC),1964,178116476
High income,1964,956160995
High income: nonOECD,1964,198193077
High income: OECD,1964,757967918
Latin America & Caribbean (all income levels),1964,245752706
Latin America & Caribbean (developing only),1964,199698247
Least developed countries: UN classification,1964,265204248
Low & middle income,1964,2304656683
Low income,1964,170809292
Lower middle income,1964,1035390197
Middle East & North Africa (all income levels),1964,118883257
Middle East & North Africa (developing only),1964,110004177
Middle income,1964,2133847391
North America,1964,211262900
OECD members,1964,832192285
Other small states,1964,7154753
Pacific island small states,1964,971735
Small states,1964,12629300
South Asia,1964,624558191
Sub-Saharan Africa (all income levels),1964,250728680
Sub-Saharan Africa (developing only),1964,250417615
Upper middle income,1964,1098457194
World,1964,3260817678
Afghanistan,1964,9547131
Albania,1964,1814135
Algeria,1964,12443175
American Samoa,1964,22701
Andorra,1964,17470
Angola,1964,5339893
Antigua and Barbuda,1964,58500
Argentina,1964,21963952
Armenia,1964,2138133
Aruba,1964,57029
Australia,1964,11167000
Austria,1964,7223801
Azerbaijan,1964,4445653
Bahamas  The,1964,133697
Bahrain,1964,182774
Bangladesh,1964,55503132
Barbados,1964,234478
Belarus,1964,8524224
Belgium,1964,9378113
Belize,1964,103070
Benin,1964,2586362
Bermuda,1964,48900
Bhutan,1964,246388
